PanjivaRecordID,Carrier,ConsigneePanjivaID,HSCode,PortOfLading,PortOfUnlading,ShipmentDestination,ShipmentOrigin,ShipperPanjivaID
127081149001001,280,1458,701,237,26,28,13,609
126754429001001,529,1517,738,208,37,88,41,2005
126866429001001,258,499,588,110,15,43,45,1883
126744509001001,417,1758,747,237,6,100,13,2421
126725053001001,436,1221,610,208,60,129,13,1410
126976189001001,279,1256,371,208,37,88,35,1941
126803197001001,280,1458,284,2,9,28,13,609
127134205001001,47,545,743,161,40,48,13,2521
127055997001001,92,1756,610,208,46,136,13,1410
127249597001001,300,526,755,167,37,88,13,359
127568317001001,343,15,283,208,20,126,13,630
127577789001001,486,2726,735,143,53,112,13,1496
127583293001001,223,1221,634,208,15,43,31,1410
126760509001001,17,560,473,237,40,91,41,227
126978813001001,43,1531,402,208,40,91,13,1364
126933245001001,99,526,755,155,6,88,13,1900
126917181001001,56,1722,207,208,19,43,13,616
127153533001001,510,1694,634,161,60,129,13,469
127329853001001,550,499,657,110,60,129,54,1667
127336317001001,27,828,426,211,8,101,13,619
127346749001001,457,1221,585,208,8,22,13,1410
127274109001001,332,838,10,199,11,33,13,2319
127116349001001,17,560,473,237,18,98,13,227
127247869001001,300,1828,735,19,50,103,13,636
127506941001001,27,1221,588,208,60,129,26,1410
127279357001001,343,1255,746,110,4,88,13,335
127562237001001,92,2429,459,155,12,88,13,2328
127421245001001,99,1883,743,138,60,129,59,561
127399613001001,477,2386,708,208,6,22,13,2366
127633405001001,47,2297,294,209,59,128,3,5
127597053001001,17,1069,427,226,5,91,13,2208
127751101001001,380,2177,628,208,26,88,13,1720
127713405001001,151,296,738,161,50,103,45,639
127826685001001,92,1221,650,208,26,43,13,1410
127584637001001,441,104,735,48,43,43,13,1496
127801277001001,97,2616,313,208,48,121,13,1440
127808061001001,304,464,447,236,60,3,13,2140
127347197001001,97,1739,411,208,60,129,39,189
127885245001001,47,718,286,26,37,123,13,185
127380925001001,374,1618,294,226,59,128,13,2422
127848125001001,167,835,116,80,37,88,13,750
127891901001001,280,335,474,61,32,88,13,317
127878269001001,417,1473,266,151,40,109,13,1883
127797693001001,27,2898,735,226,60,129,41,657
127621757001001,309,2688,666,48,60,10,64,1190
126844221001001,84,1966,755,208,60,129,58,1369
126669629001001,27,2898,327,211,42,22,13,1206
126768637001001,82,2173,426,236,20,88,13,2182
126851709001001,151,1852,284,208,60,129,75,1721
127122045001001,27,2519,608,110,43,88,13,771
126997245001001,304,2519,608,208,37,88,5,1909
127123517001001,27,608,738,2,60,117,13,2496
127127485001001,436,2898,284,226,60,129,13,1206
127159101001001,99,2774,294,226,36,126,13,1993
127119421001001,23,2640,709,110,51,88,13,690
127201597001001,223,1044,747,208,6,88,13,2185
127513085001001,366,1449,442,108,37,28,13,1369
127205053001001,223,2898,747,157,40,109,13,1558
127237245001001,280,2519,630,208,20,88,13,1329
127272381001001,332,1997,752,208,22,88,13,754
127178365001001,151,1508,227,208,60,129,4,1213
127069437001001,215,1414,634,185,60,129,13,1212
127344381001001,92,1452,399,208,22,22,13,1705
127067901001001,187,618,556,208,18,88,13,271
127096765001001,343,452,464,236,45,43,13,2182
127395901001001,427,82,735,208,50,103,54,2276
127540989001001,236,499,585,208,60,38,13,1176
127511805001001,168,336,645,47,37,116,13,760
127554557001001,34,1912,362,208,12,121,13,2516
127057021001001,88,1943,657,26,46,40,13,2532
127027709001001,477,601,738,7,8,22,13,423
127508733001001,27,855,402,208,60,129,75,2513
127323133001001,537,2062,45,186,15,43,27,979
127640957001001,149,1785,721,237,46,98,13,609
127420797001001,99,1136,691,72,45,91,13,725
127461501001001,466,406,590,237,22,98,13,761
127588925001001,327,567,596,48,59,9,5,898
127641661001001,96,2221,347,208,1,98,13,1369
127796797001001,420,2741,735,237,60,129,46,275
127567101001001,304,2742,118,131,28,30,40,1971
127641021001001,92,1785,676,237,43,98,13,1005
127668221001001,300,2898,752,161,60,129,26,448
127796605001001,200,2187,754,237,60,129,13,1343
128018109001001,529,1078,735,208,35,88,13,636
127899581001001,304,2519,666,208,58,88,13,1329
127246653001001,294,596,735,195,15,43,13,1071
126717373001001,280,2898,744,206,46,98,44,1064
126771133001001,92,321,298,130,46,30,70,1695
126669181001001,27,615,689,48,8,22,58,1309
126808445001001,304,244,117,43,50,103,29,1625
126731325001001,304,607,118,60,9,28,40,1971
126707645001001,224,2460,689,30,18,28,48,910
126729661001001,304,1272,294,31,25,88,27,507
126791933001001,223,2688,610,208,15,12,64,1190
126770173001001,89,1456,107,48,37,32,64,132
126891709001001,417,1483,735,145,60,129,33,838
126894781001001,444,2826,685,141,15,43,34,1462
126872829001001,280,2186,689,1,37,88,74,309
126872125001001,36,1671,437,221,37,88,37,2460
127063613001001,151,2429,459,209,40,134,33,1878
127064189001001,151,2898,445,237,48,100,55,2500
126974077001001,258,1594,284,126,60,129,10,1156
127126397001001,27,2688,610,48,35,129,64,1190
